SYMBOL;Name;LastSale;MarketCap;IPOyear;Sector;industry
TSEM;Tower Semiconductor Ltd.;14.98;$1.16B;1994;Technology;Semiconductors
TW;Towers Watson & Co.;132.33;$9.19B;n/a;Consumer Services;Professional Services
TWER;Towerstream Corporation;0.38;$25.38M;n/a;Consumer Services;Telecommunications Equipment
CLUB;Town Sports International Holdings, Inc.;1.27;$31.6M;2006;Consumer Services;Hotels/Resorts
TOWN;Towne Bank;20.84;$1.07B;n/a;n/a;n/a
TCON;TRACON Pharmaceuticals, Inc.;10.25;$124.8M;2015;Health Care;Biotechnology: Biological Products (No Diagnostic Substances)
TSCO;Tractor Supply Company;85.4;$11.47B;1994;Consumer Services;RETAIL: Building Materials
TWMC;Trans World Entertainment Corp.;3.54;$110.01M;n/a;Consumer Services;Consumer Electronics/Video Chains
TACT;TransAct Technologies Incorporated;8.3;$64.36M;1996;Technology;Computer peripheral equipment
TRNS;Transcat, Inc.;9.05;$62.44M;n/a;Capital Goods;Electrical Products
TBIO;Transgenomic, Inc.;1.05;$14.61M;2000;Capital Goods;Biotechnology: Laboratory Analytical Instruments
TGA;Transglobe Energy Corp;1.76;$127.08M;n/a;Energy;Oil & Gas Production
TTHI;Transition Therapeutics, Inc.;1.85;$71.93M;n/a;Consumer Durables;Specialty Chemicals
TZOO;Travelzoo Inc.;8.35;$123M;n/a;Technology;EDP Services
TRVN;Trevena, Inc.;10.07;$511.22M;2014;Health Care;Major Pharmaceuticals
TCBK;TriCo Bancshares;27.75;$631.71M;n/a;Finance;Major Banks
TRIL;Trillium Therapeutics Inc.;12.34;$90.66M;n/a;Health Care;Major Pharmaceuticals
TRS;TriMas Corporation;18.63;$843.61M;2007;Capital Goods;Industrial Specialties
TRMB;Trimble Navigation Limited;21.89;$5.48B;1990;Capital Goods;Industrial Machinery/Components
TRIB;Trinity Biotech plc;11.93;$281.27M;1992;Health Care;Biotechnology: In Vitro & In Vivo Diagnostic Substances
TRIP;TripAdvisor, Inc.;84.4;$12.17B;n/a;Technology;Computer Software: Programming, Data Processing
TSC;TriState Capital Holdings, Inc.;13.18;$369.41M;2013;Finance;Major Banks
TBK;Triumph Bancorp, Inc.;16.99;$306.5M;2014;Finance;Major Banks
TRIV;TriVascular Technologies, Inc.;6.99;$143.79M;2014;Health Care;Medical/Dental Instruments
TROV;TrovaGene, Inc.;5.46;$162.29M;n/a;Health Care;Biotechnology: Biological Products (No Diagnostic Substances)
TROVU;TrovaGene, Inc.;17.09;n/a;n/a;Health Care;Biotechnology: Biological Products (No Diagnostic Substances)
TROVW;TrovaGene, Inc.;2.91;n/a;n/a;Health Care;Biotechnology: Biological Products (No Diagnostic Substances)
TRUE;TrueCar, Inc.;8.94;$739.22M;2014;Technology;Computer Software: Programming, Data Processing
THST;Truett-Hurst, Inc.;1.33;$5.36M;2013;Consumer Non-Durables;Beverages (Production/Distribution)
TRST;TrustCo Bank Corp NY;6.21;$591.57M;n/a;Finance;Major Banks
TRMK;Trustmark Corporation;23.33;$1.58B;n/a;Finance;Major Banks
TSRI;TSR, Inc.;4.572;$8.97M;n/a;Technology;EDP Services
TTMI;TTM Technologies, Inc.;6.73;$667.16M;2000;Technology;Electrical Products
TUBE;TubeMogul, Inc.;14.08;$493.47M;2014;Technology;Computer Software: Prepackaged Software
TCX;Tucows Inc.;21.8;$232.43M;n/a;Technology;EDP Services
TUES;Tuesday Morning Corp.;6.45;$285.9M;1999;Consumer Services;Department/Specialty Retail Stores
TOUR;Tuniu Corporation;16.8;$1.65B;2014;Consumer Services;Transportation Services
HEAR;Turtle Beach Corporation;2.02;$85.89M;n/a;Consumer Durables;Telecommunications Equipment
TUTI;Tuttle Tactical Management Multi-Strategy Income ETF;23.26;$41.87M;n/a;n/a;n/a
TUTT;Tuttle Tactical Management U.S. Core ETF;22.56;$67.68M;n/a;n/a;n/a
FOX;Twenty-First Century Fox, Inc.;27.6;$54.35B;n/a;Consumer Services;Television Services
FOXA;Twenty-First Century Fox, Inc.;27.36;$33.4B;n/a;Consumer Services;Television Services
TWIN;Twin Disc, Incorporated;10.87;$123.4M;n/a;Technology;Industrial Machinery/Components
TRCB;Two River Bancorp;9.9799;$79.07M;n/a;Finance;Major Banks
USCR;U S Concrete, Inc.;53.28;$780.8M;n/a;Capital Goods;Building Materials
PRTS;U.S. Auto Parts Network, Inc.;2.944;$100.33M;2007;Consumer Services;Other Specialty Stores
USEG;U.S. Energy Corp.;0.14;$3.97M;n/a;Energy;Oil & Gas Production
GROW;U.S. Global Investors, Inc.;1.2268;$18.78M;n/a;Finance;Investment Managers
UREE;U.S. Rare Earths, Inc.;0.14;n/a;n/a;n/a;n/a
UBIC;UBIC, Inc.;13.9;$246.66M;2013;Technology;EDP Services
UBNT;Ubiquiti Networks, Inc.;32.59;$2.76B;2011;Technology;Radio And Television Broadcasting And Communications Equipment
UFPT;UFP Technologies, Inc.;22.87;$163.25M;1993;Capital Goods;Containers/Packaging
ULTA;Ulta Salon, Cosmetics & Fragrance, Inc.;186.12;$11.86B;2007;Consumer Services;Other Specialty Stores
UCTT;Ultra Clean Holdings, Inc.;5.32;$171.59M;2004;Technology;Semiconductors
RARE;Ultragenyx Pharmaceutical Inc.;113.1;$4.39B;2014;Health Care;Major Pharmaceuticals
ULBI;Ultralife Corporation;6.5;$98.93M;1992;Miscellaneous;Industrial Machinery/Components
ULTR;Ultrapetrol (Bahamas) Limited;0.25;$35.18M;2006;Transportation;Marine Transportation
UTEK;Ultratech, Inc.;19.67;$519.92M;1993;Technology;Industrial Machinery/Components
UMBF;UMB Financial Corporation;47.66;$2.35B;n/a;Finance;Major Banks
UMPQ;Umpqua Holdings Corporation;16.09;$3.54B;n/a;Finance;Savings Institutions
UNAM;Unico American Corporation;9.3001;$49.56M;n/a;Finance;Property-Casualty Insurers
UNIS;Unilife Corporation;0.4999;$69.61M;n/a;Health Care;Medical/Dental Instruments
UBSH;Union Bankshares Corporation;25.3;$1.14B;n/a;Finance;Major Banks
UNB;Union Bankshares, Inc.;27.4955;$122.55M;n/a;Finance;Major Banks
UNXL;Uni-Pixel, Inc.;0.519;$10.15M;n/a;Capital Goods;Industrial Machinery/Components
QURE;uniQure N.V.;16.55;$400.7M;2014;Health Care;Major Pharmaceuticals
UBCP;United Bancorp, Inc.;9.47;$50.92M;n/a;Finance;Major Banks
UBOH;United Bancshares, Inc.;17.4042;$57.94M;n/a;Finance;Major Banks
UBSI;United Bankshares, Inc.;37.45;$2.61B;n/a;Finance;Major Banks
UCBA;United Community Bancorp;15.21;$63.9M;n/a;Finance;Savings Institutions
UCBI;United Community Banks, Inc.;19.38;$1.39B;n/a;Finance;Major Banks
UCFC;United Community Financial Corp.;5.99;$285.27M;n/a;Finance;Banks
UDF;United Development Funding IV;14;$429.42M;n/a;Consumer Services;Real Estate Investment Trusts
UBNK;United Financial Bancorp, Inc.;13.09;$648.49M;n/a;Finance;Banks
UFCS;United Fire Group, Inc;38.25;$959.17M;n/a;Finance;Property-Casualty Insurers
UIHC;United Insurance Holdings Corp.;17.66;$380.18M;n/a;Finance;Property-Casualty Insurers
UNFI;United Natural Foods, Inc.;41.28;$2.08B;1996;Consumer Non-Durables;Food Distributors
UNTD;United Online, Inc.;11.62;$172.19M;n/a;Technology;Computer Software: Programming, Data Processing
UBFO;United Security Bancshares;5.38;$85.5M;n/a;Finance;Major Banks
USBI;United Security Bancshares, Inc.;8.4875;$51.29M;n/a;Finance;Major Banks
USLM;United States Lime & Minerals, Inc.;55.64;$311.57M;n/a;Basic Industries;Mining & Quarrying of Nonmetallic Minerals (No Fuels)
UTHR;United Therapeutics Corporation;157.93;$7.21B;1999;Health Care;Major Pharmaceuticals
UG;United-Guardian, Inc.;19.04;$87.52M;n/a;Consumer Non-Durables;Package Goods/Cosmetics
UNTY;Unity Bancorp, Inc.;10.32;$86.99M;n/a;Finance;Major Banks
OLED;Universal Display Corporation;52.35;$2.45B;n/a;Capital Goods;Electrical Products
UEIC;Universal Electronics Inc.;51.29;$743.64M;1993;Consumer Non-Durables;Consumer Electronics/Appliances
UFPI;Universal Forest Products, Inc.;68.91;$1.39B;1993;Basic Industries;Forest Products
USAP;Universal Stainless & Alloy Products, Inc.;8.8;$62.51M;1994;Basic Industries;Steel/Iron Ore
UACL;Universal Truckload Services, Inc.;14.62;$414.89M;2005;Transportation;Trucking Freight/Courier Services
UVSP;Univest Corporation of Pennsylvania;20.82;$406.52M;n/a;Finance;Major Banks
UPIP;Unwired Planet, Inc.;0.89;$100.56M;n/a;Technology;Computer Software: Prepackaged Software
UPLD;Upland Software, Inc.;6.97;$108.42M;2014;Technology;Computer Software: Prepackaged Software
URRE;Uranium Resources, Inc.;0.385;$19.91M;n/a;Basic Industries;Precious Metals
URBN;Urban Outfitters, Inc.;23.45;$2.75B;1993;Consumer Services;Clothing/Shoe/Accessory Stores
ECOL;US Ecology, Inc.;37.29;$810.51M;n/a;Public Utilities;Environmental Services
DTYS;US Trsy 10-Year Bear ETN Ipath;20.035;$62.93M;n/a;Finance;Commercial Banks
DTYL;US Trsy 10-Year Bull ETN Ipath;75.86;$5.46M;n/a;Finance;Commercial Banks
DTUS;US Trsy 2-Year Bear ETN Ipath;32.84;$12.28M;n/a;Finance;Commercial Banks
DFVS;US Trsy 5-Year Bear ETN Ipath;31.4;$1.59M;n/a;Finance;Commercial Banks
FLAT;US Trsy Flattener ETN Ipath;60.37;$5.01M;n/a;Finance;Commercial Banks
DLBS;US Trsy Long Bond Bear ETN Ipath;20.86;$17.3M;n/a;Finance;Commercial Banks
DLBL;US Trsy Long Bond Bull ETN Ipath;75.36;$4.25M;n/a;Finance;Commercial Banks
STPP;US Trsy Steepener ETN Ipath;34.53;$14.05M;n/a;Finance;Commercial Banks
USAT;USA Technologies, Inc.;3.12;$111.98M;n/a;Miscellaneous;Office Equipment/Supplies/Services
USATP;USA Technologies, Inc.;15.25;$6.79M;n/a;Miscellaneous;Office Equipment/Supplies/Services
USAK;USA Truck, Inc.;17.16;$174.07M;1992;Transportation;Trucking Freight/Courier Services
USMD;USMD Holdings, Inc.;8.49;$93.51M;n/a;Health Care;Hospital/Nursing Management
UTMD;Utah Medical Products, Inc.;58.2;$218.27M;n/a;Health Care;Medical/Dental Instruments
UTIW;UTi Worldwide Inc.;7.03;$745.75M;2000;Transportation;Oil Refining/Marketing
UTSI;UTStarcom Holdings Corp;2.4811;$92.3M;2000;Consumer Durables;Telecommunications Equipment
VLRX;Valeritas, Inc.;8.54;n/a;n/a;n/a;n/a
VALX;Validea Market Legends ETF;23.15;$21.99M;n/a;n/a;n/a
VALU;Value Line, Inc.;14.15;$138.28M;1983;Finance;Investment Managers
VNDA;Vanda Pharmaceuticals Inc.;9.47;$405.46M;2006;Health Care;Major Pharmaceuticals
VWOB;Vanguard Emerging Markets Government Bond ETF;74.32;$401.33M;n/a;n/a;n/a
VNQI;Vanguard Global ex-U.S. Real Estate ETF;51.39;$3B;n/a;n/a;n/a
VGIT;Vanguard Intermediate -Term Government Bond ETF;64.58;$355.19M;n/a;n/a;n/a
VCIT;Vanguard Intermediate-Term Corporate Bond ETF;84.29;$5.38B;n/a;n/a;n/a
VCLT;Vanguard Long-Term Corporate Bond ETF;84.8;$992.16M;n/a;n/a;n/a
VGLT;Vanguard Long-Term Government Bond ETF;75.57;$128.47M;n/a;n/a;n/a
VMBS;Vanguard Mortgage-Backed Securities ETF;53.04;$1.5B;n/a;n/a;n/a
VNR;Vanguard Natural Resources LLC;2.61;$340.51M;n/a;Energy;Oil & Gas Production
VNRAP;Vanguard Natural Resources LLC;8.6;n/a;n/a;Energy;Oil & Gas Production
VNRBP;Vanguard Natural Resources LLC;8.06;$56.42M;n/a;Energy;Oil & Gas Production
VNRCP;Vanguard Natural Resources LLC;7.63;n/a;n/a;Energy;Oil & Gas Production
VONE;Vanguard Russell 1000 ETF;93.23;$512.77M;n/a;n/a;n/a
VONG;Vanguard Russell 1000 Growth ETF;101.81;$468.33M;n/a;n/a;n/a
VONV;Vanguard Russell 1000 Value ETF;85.1168;$408.56M;n/a;n/a;n/a
VTWO;Vanguard Russell 2000 ETF;90.31;$541.86M;n/a;n/a;n/a
VTWG;Vanguard Russell 2000 Growth ETF;101.31;$141.83M;n/a;n/a;n/a
VTWV;Vanguard Russell 2000 Value ETF;79.8101;$71.83M;n/a;n/a;n/a
VTHR;Vanguard Russell 3000 ETF;93.05;$167.49M;n/a;n/a;n/a
VCSH;Vanguard Short-Term Corporate Bond ETF;79.06;$10.42B;n/a;n/a;n/a
VGSH;Vanguard Short-Term Government ETF;60.81;$577.7M;n/a;n/a;n/a
VTIP;Vanguard Short-Term Inflation-Protected Securities Index Fund;48.14;$1.78B;n/a;n/a;n/a
BNDX;Vanguard Total International Bond ETF;53.06;$3.5B;n/a;n/a;n/a
VXUS;Vanguard Total International Stock ETF;44.99;$4.45B;n/a;n/a;n/a
VPCO;Vapor Corp.;0.24;$2.47M;n/a;Consumer Non-Durables;Tobacco
VPCOU;Vapor Corp.;9.5;n/a;n/a;Consumer Non-Durables;Tobacco
VRNS;Varonis Systems, Inc.;17.95;$462.36M;2014;Technology;Computer Software: Prepackaged Software
VDSI;VASCO Data Security International, Inc.;17.28;$688.21M;n/a;Technology;EDP Services
VBLT;Vascular Biogenics Ltd.;5.1;$101.79M;2014;Health Care;Major Pharmaceuticals
VASC;Vascular Solutions, Inc.;33.83;$586.74M;2000;Health Care;Medical/Dental Instruments
VBIV;VBI Vaccines Inc.;2.67;$62.83M;n/a;Health Care;Biotechnology: Biological Products (No Diagnostic Substances)
WOOF;VCA Inc. ;55.14;$4.45B;2001;Consumer Non-Durables;Farming/Seeds/Milling
VECO;Veeco Instruments Inc.;21.64;$886.01M;1994;Technology;Industrial Machinery/Components
APPY;Venaxis, Inc.;0.32;$9.92M;n/a;Health Care;Biotechnology: In Vitro & In Vivo Diagnostic Substances
VRA;Vera Bradley, Inc.;15.79;$599.69M;2010;Consumer Non-Durables;Apparel
VCYT;Veracyte, Inc.;7.33;$202.79M;2013;Health Care;Medical Specialities
VSTM;Verastem, Inc.;1.86;$68.7M;2012;Health Care;Major Pharmaceuticals
VCEL;Vericel Corporation;2.44;$58.05M;n/a;Health Care;Biotechnology: Biological Products (No Diagnostic Substances)
VRNT;Verint Systems Inc.;40.39;$2.51B;2002;Technology;EDP Services
VRSN;VeriSign, Inc.;87.57;$9.76B;1998;Technology;EDP Services
VRSK;Verisk Analytics, Inc.;76.28;$12.92B;2009;Technology;EDP Services
VBTX;Veritex Holdings, Inc.;16.2;$173.54M;2014;Finance;Major Banks
VRML;Vermillion, Inc.;1.8;$93.62M;n/a;Health Care;Biotechnology: In Vitro & In Vivo Diagnostic Substances
VSAR;Versartis, Inc.;11.87;$348.51M;2014;Health Care;Major Pharmaceuticals
VTNR;Vertex Energy, Inc;1.07;$30.19M;n/a;Energy;Integrated oil Companies
VRTX;Vertex Pharmaceuticals Incorporated;122.74;$30.16B;1991;Health Care;Major Pharmaceuticals
VRTA;Vestin Realty Mortgage I, Inc.;1.97;$2.57M;n/a;Consumer Services;Real Estate Investment Trusts
VRTB;Vestin Realty Mortgage II, Inc.;2.79;$6.95M;n/a;Consumer Services;Real Estate Investment Trusts
VIA;Viacom Inc.;43.3;$17.17B;n/a;Consumer Services;Television Services
VIAB;Viacom Inc.;40.78;$14.17B;n/a;Consumer Services;Television Services
VSAT;ViaSat, Inc.;60.08;$2.91B;1996;Technology;Radio And Television Broadcasting And Communications Equipment
VIAV;Viavi Solutions Inc.;6.03;$1.43B;n/a;Technology;Semiconductors
VICL;Vical Incorporated;0.3521;$32.23M;1993;Health Care;Biotechnology: Biological Products (No Diagnostic Substances)
VICR;Vicor Corporation;9.23;$358.05M;n/a;Capital Goods;Industrial Machinery/Components
CIZ;Victory CEMP Developed Enhanced Volatility Wtd Index ETF;31.124;n/a;n/a;n/a;n/a
CID;Victory CEMP International High Div Volatility Wtd Index ETF;32.18;n/a;n/a;n/a;n/a
CIL;Victory CEMP International Volatility Wtd Index ETF;33.44;n/a;n/a;n/a;n/a
CFO;Victory CEMP US 500 Enhanced Volatility Wtd Index ETF;35.92;$25.14M;n/a;n/a;n/a
CFA;Victory CEMP US 500 Volatility Wtd Index ETF;35.8199;$7.16M;n/a;n/a;n/a
CSF;Victory CEMP US Discovery Enhanced Volatility Wtd Index ETF;34.75;$19.11M;n/a;n/a;n/a
CDC;Victory CEMP US EQ Income Enhanced Volatility Wtd Index ETF;35.42;$23.02M;n/a;n/a;n/a
CDL;Victory CEMP US Large Cap High Div Volatility Wtd Index ETF;34.4597;n/a;n/a;n/a;n/a
CSB;Victory CEMP US Small Cap High Div Volatility Wtd Index ETF;32.68;n/a;n/a;n/a;n/a
CSA;Victory CEMP US Small Cap Volatility Wtd Index ETF;32.81;$1.68B;n/a;n/a;n/a
VBND;Vident Core U.S. Bond Strategy Fund;49.5;$425.7M;n/a;n/a;n/a
VUSE;Vident Core US Equity ETF;24.986;$379.79M;n/a;n/a;n/a
VIDI;Vident International Equity Fund;20.33;n/a;n/a;n/a;n/a
VDTH;Videocon d2h Limited;8.18;$803.69M;n/a;Consumer Services;Television Services
VGGL;Viggle Inc.;0.4;$10.06M;n/a;Technology;Computer Software: Programming, Data Processing
VKTX;Viking Therapeutics, Inc.;2.27;$21.97M;2015;Health Care;Major Pharmaceuticals
VBFC;Village Bank and Trust Financial Corp.;19.8;$28.07M;n/a;Finance;Major Banks
VLGEA;Village Super Market, Inc.;26.42;$373.73M;n/a;Consumer Services;Food Chains
VIP;VimpelCom Ltd.;3.47;$6.1B;n/a;Public Utilities;Telecommunications Equipment
VNOM;Viper Energy Partners LP;14.31;$1.14B;2014;Energy;Oil & Gas Production
VIRC;Virco Manufacturing Corporation;3.32;$49.79M;n/a;Consumer Durables;Industrial Specialties
VA;Virgin America Inc.;37.25;$1.64B;2014;Transportation;Air Freight/Delivery Services
VIRT;Virtu Financial, Inc.;22.05;$3.05B;2015;Finance;Investment Bankers/Brokers/Service
VSCP;VirtualScopics, Inc.;3.16;$9.49M;n/a;Health Care;Medical/Dental Instruments
VRTS;Virtus Investment Partners, Inc.;119.15;$1.03B;n/a;Finance;Investment Managers
VRTU;Virtusa Corporation;41.69;$1.24B;2007;Technology;EDP Services
VISN;VisionChina Media, Inc.;9.73;$49.68M;2007;Technology;Advertising
VTAE;Vitae Pharmaceuticals, Inc.;15.92;$348.17M;2014;Health Care;Major Pharmaceuticals
VTL;Vital Therapies, Inc.;10.47;$318.56M;2014;Health Care;Major Pharmaceuticals
VVUS;VIVUS, Inc.;1;$104.04M;1994;Health Care;Major Pharmaceuticals
VIIZ;VIX Med-Term ETN Velocityshares;15.69;$1.96M;n/a;Finance;Investment Bankers/Brokers/Service
VIIX;VIX Short-Term ETN Velocityshares;26.66;$4.48M;n/a;Finance;Investment Bankers/Brokers/Service
VOD;Vodafone Group Plc;31.41;$83.25B;n/a;Public Utilities;Telecommunications Equipment
VLTC;Voltari Corporation;5.27;$47.4M;n/a;Miscellaneous;Business Services
VOXX;VOXX International Corporation;6.16;$149.07M;n/a;Consumer Non-Durables;Electronic Components
VYGR;Voyager Therapeutics, Inc.;20.73;$554.51M;2015;Health Care;Biotechnology: Biological Products (No Diagnostic Substances)
VRNG;Vringo, Inc.;2.4;$2.71M;n/a;Miscellaneous;Multi-Sector Companies
VSEC;VSE Corporation;59.06;$317.44M;n/a;Consumer Services;Military/Government/Technical
VTVT;vTv Therapeutics Inc.;7.19;$235.92M;2015;Health Care;Major Pharmaceuticals
VUZI;Vuzix Corporation;6.52;$104.71M;n/a;Technology;Radio And Television Broadcasting And Communications Equipment
VWR;VWR Corporation;27.17;$3.57B;2014;Consumer Durables;Diversified Electronic Products
WGBS;WaferGen Bio-systems, Inc.;0.77;$11.13M;n/a;Capital Goods;Biotechnology: Laboratory Analytical Instruments
WBA;Walgreens Boots Alliance, Inc.;86.01;$93.65B;n/a;Health Care;Medical/Nursing Services
WRES;Warren Resources, Inc.;0.141;$12.01M;2004;Energy;Oil & Gas Production
WAFD;Washington Federal, Inc.;23.94;$2.23B;n/a;Finance;Savings Institutions
WAFDW;Washington Federal, Inc.;6.77;n/a;n/a;Finance;Savings Institutions
WASH;Washington Trust Bancorp, Inc.;38.22;$649.8M;n/a;Finance;Major Banks
WFBI;WashingtonFirst Bankshares Inc;21.5;$226.15M;n/a;Finance;Major Banks
WSBF;Waterstone Financial, Inc.;13.96;$410.84M;n/a;Finance;Savings Institutions
WVE;WAVE Life Sciences Ltd.;19.58;$421.98M;2015;Health Care;Major Pharmaceuticals
WAVX;Wave Systems Corp.;0.15;$9.12M;1994;Technology;Computer peripheral equipment
WNFM;Wayne Farms, Inc.;n/a;n/a;n/a;n/a;n/a
WAYN;Wayne Savings Bancshares Inc.;12.9;$35.89M;n/a;Finance;Savings Institutions
WSTG;Wayside Technology Group, Inc.;18.1275;$85.63M;n/a;Technology;Retail: Computer Software & Peripheral Equipment
WDFC;WD-40 Company;99.09;$1.42B;1973;Basic Industries;Major Chemicals
FLAG;WeatherStorm Forensic Accounting Long Short ETF;29.99;$12M;n/a;n/a;n/a
WEB;Web.com Group, Inc.;20.94;$1.07B;n/a;Technology;Computer Software: Prepackaged Software
WBMD;WebMD Health Corp;48.4;$1.81B;2005;Miscellaneous;Business Services
WB;Weibo Corporation;20.18;$4.11B;2014;Technology;Computer Software: Programming, Data Processing
WEBK;Wellesley Bancorp, Inc.;18.7;$46.04M;2012;Finance;Banks
WEN;Wendy&#39;;;;;
WERN;Werner Enterprises, Inc.;23.09;$1.66B;1986;Transportation;Trucking Freight/Courier Services
WSBC;WesBanco, Inc.;30.24;$1.16B;n/a;Finance;Major Banks
WTBA;West Bancorporation;19.76;$317.43M;n/a;Finance;Major Banks
WSTC;West Corporation;21.42;$1.78B;2013;Miscellaneous;Business Services
WMAR;West Marine, Inc.;9.01;$222.52M;1993;Consumer Durables;Automotive Aftermarket
WABC;Westamerica Bancorporation;46.44;$1.19B;n/a;Finance;Major Banks
WBB;Westbury Bancorp, Inc.;17.8;$77.05M;2013;Finance;Major Banks
WSTL;Westell Technologies, Inc.;1.37;$83.61M;1995;Public Utilities;Telecommunications Equipment
WDC;Western Digital Corporation;59.69;$13.83B;n/a;Technology;Electronic Components
WFD;Westfield Financial, Inc.;8.24;$151.2M;n/a;Finance;Savings Institutions
WLB;Westmoreland Coal Company;5.61;$101.34M;n/a;Energy;Coal Mining
WPRT;Westport Innovations Inc;2.24;$143.8M;n/a;Energy;Industrial Machinery/Components
WEYS;Weyco Group, Inc.;27.17;$293.32M;n/a;Consumer Non-Durables;Apparel
WHLR;Wheeler Real Estate Investment Trust, Inc.;1.72;$113.8M;2012;Consumer Services;Real Estate Investment Trusts
WHLRP;Wheeler Real Estate Investment Trust, Inc.;23;$16.56M;n/a;Consumer Services;Real Estate Investment Trusts
WHLRW;Wheeler Real Estate Investment Trust, Inc.;0.055;n/a;n/a;Consumer Services;Real Estate Investment Trusts
